trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,numLegs,respID,qID,altID,obsID
Uber/Lyft|Bus,25,30,0.2,10,10,10,5,24 - 36 minutes,2,1273,1,1,7633
Taxi,25,30,0.2,0,0,5,10,24 - 36 minutes,1,1273,1,2,7633
Car|Bus,20,60,0.1,10,0,0,0,54 - 66 minutes,2,1273,1,3,7633
Car,20,70,0.1,0,0,0,5,63 - 77 minutes,1,1273,2,1,7634
Taxi,10,40,0.2,0,0,0,10,32 - 48 minutes,1,1273,2,2,7634
Car,20,60,0.2,0,0,0,5,48 - 72 minutes,1,1273,2,3,7634
Bus,15,40,0.2,5,0,0,0,32 - 48 minutes,1,1273,3,1,7635
Car,15,40,0.05,0,0,0,0,38 - 42 minutes,1,1273,3,2,7635
Car,20,70,0.05,0,0,0,0,66 - 74 minutes,1,1273,3,3,7635
Uber/Lyft|Bus,25,30,0.2,0,5,5,10,24 - 36 minutes,2,1273,4,1,7636
Taxi|Bus|Taxi,30,70,0.1,0,10,5,0,63 - 77 minutes,3,1273,4,2,7636
Uber/Lyft|Bus|Uber/Lyft,15,40,0.2,0,0,10,5,32 - 48 minutes,3,1273,4,3,7636
Car|Bus|Taxi,25,70,0.1,0,5,5,5,63 - 77 minutes,3,1273,5,1,7637
Uber/Lyft,20,50,0.2,0,0,5,5,40 - 60 minutes,1,1273,5,2,7637
Car|Bus|Taxi,25,60,0.1,10,5,10,10,54 - 66 minutes,3,1273,5,3,7637
Car|Bus|Uber/Lyft,10,30,0.1,5,5,5,10,27 - 33 minutes,3,1273,6,1,7638
Taxi|Bus,15,60,0.2,0,10,10,10,48 - 72 minutes,2,1273,6,2,7638
Bus,20,50,0.1,5,10,0,5,45 - 55 minutes,1,1273,6,3,7638
Car|Bus,30,50,0.1,10,10,0,5,45 - 55 minutes,2,1274,1,1,7639
Uber/Lyft|Bus|Bus,15,60,0.1,0,0,0,5,54 - 66 minutes,3,1274,1,2,7639
Car|Bus|Taxi,10,30,0.1,0,5,5,0,27 - 33 minutes,3,1274,1,3,7639
Car|Bus|Taxi,10,50,0.05,0,0,10,0,48 - 52 minutes,3,1274,2,1,7640
Uber/Lyft|Bus|Uber/Lyft,30,50,0.05,10,0,10,10,48 - 52 minutes,3,1274,2,2,7640
Car,25,70,0.05,0,0,0,10,66 - 74 minutes,1,1274,2,3,7640
Taxi|Bus,25,40,0.1,10,10,0,0,36 - 44 minutes,2,1274,3,1,7641
Car,15,60,0.05,0,0,0,5,57 - 63 minutes,1,1274,3,2,7641
Car|Bus|Taxi,30,60,0.1,0,5,0,0,54 - 66 minutes,3,1274,3,3,7641
Car|Bus,25,50,0.05,10,10,0,10,48 - 52 minutes,2,1274,4,1,7642
Bus,10,50,0.05,0,0,0,0,48 - 52 minutes,1,1274,4,2,7642
Bus|Bus|Taxi,30,50,0.1,10,5,5,5,45 - 55 minutes,3,1274,4,3,7642
Uber/Lyft|Bus|Uber/Lyft,10,70,0.1,10,10,10,10,63 - 77 minutes,3,1274,5,1,7643
Car,25,60,0.2,0,0,0,10,48 - 72 minutes,1,1274,5,2,7643
Uber/Lyft,15,50,0.05,0,0,0,0,48 - 52 minutes,1,1274,5,3,7643
Car,10,50,0.2,0,0,0,0,40 - 60 minutes,1,1274,6,1,7644
Car|Bus,15,30,0.05,0,10,0,5,28 - 32 minutes,2,1274,6,2,7644
Bus|Bus|Taxi,10,70,0.2,5,5,5,5,56 - 84 minutes,3,1274,6,3,7644
Car,20,30,0.1,0,0,0,5,27 - 33 minutes,1,1275,1,1,7645
Taxi|Bus|Bus,30,70,0.2,5,10,10,5,56 - 84 minutes,3,1275,1,2,7645
Car|Bus|Taxi,10,50,0.2,0,5,10,10,40 - 60 minutes,3,1275,1,3,7645
Uber/Lyft,30,60,0.1,0,0,5,10,54 - 66 minutes,1,1275,2,1,7646
Car|Bus|Uber/Lyft,30,60,0.2,10,10,0,0,48 - 72 minutes,3,1275,2,2,7646
Car|Bus|Uber/Lyft,15,40,0.1,5,0,5,5,36 - 44 minutes,3,1275,2,3,7646
Car|Bus,20,40,0.05,0,10,0,5,38 - 42 minutes,2,1275,3,1,7647
Car|Bus,30,70,0.1,10,10,0,10,63 - 77 minutes,2,1275,3,2,7647
Car|Bus|Taxi,30,70,0.05,10,10,10,10,66 - 74 minutes,3,1275,3,3,7647
Car|Bus,20,50,0.2,10,0,0,5,40 - 60 minutes,2,1275,4,1,7648
Car|Bus|Taxi,30,50,0.05,10,5,0,10,48 - 52 minutes,3,1275,4,2,7648
Taxi|Bus|Bus,30,30,0.05,5,10,10,10,28 - 32 minutes,3,1275,4,3,7648
Car|Bus,30,30,0.1,5,10,0,10,27 - 33 minutes,2,1275,5,1,7649
Car,25,40,0.2,0,0,0,5,32 - 48 minutes,1,1275,5,2,7649
Taxi,10,70,0.05,0,0,0,5,66 - 74 minutes,1,1275,5,3,7649
Car|Bus|Taxi,10,50,0.1,10,5,10,10,45 - 55 minutes,3,1275,6,1,7650
Uber/Lyft|Bus,20,40,0.2,5,10,5,10,32 - 48 minutes,2,1275,6,2,7650
Car|Bus,15,70,0.05,10,10,0,5,66 - 74 minutes,2,1275,6,3,7650
Taxi|Bus,10,30,0.05,10,0,10,10,28 - 32 minutes,2,1276,1,1,7651
Car|Bus|Taxi,20,60,0.2,10,0,10,5,48 - 72 minutes,3,1276,1,2,7651
Car|Bus,10,30,0.1,0,0,0,0,27 - 33 minutes,2,1276,1,3,7651
Car|Bus|Taxi,15,60,0.1,0,10,5,10,54 - 66 minutes,3,1276,2,1,7652
Car,15,70,0.2,0,0,0,10,56 - 84 minutes,1,1276,2,2,7652
Taxi|Bus,25,50,0.2,10,10,5,0,40 - 60 minutes,2,1276,2,3,7652
Taxi|Bus,10,50,0.2,10,10,5,5,40 - 60 minutes,2,1276,3,1,7653
Bus,10,40,0.05,5,10,0,0,38 - 42 minutes,1,1276,3,2,7653
Uber/Lyft|Bus,25,30,0.2,0,5,0,5,24 - 36 minutes,2,1276,3,3,7653
Car,20,60,0.05,0,0,0,10,57 - 63 minutes,1,1276,4,1,7654
Taxi|Bus,10,60,0.2,0,0,10,10,48 - 72 minutes,2,1276,4,2,7654
Taxi,20,50,0.2,0,0,0,5,40 - 60 minutes,1,1276,4,3,7654
Car,30,60,0.2,0,0,0,10,48 - 72 minutes,1,1276,5,1,7655
Car,25,40,0.2,0,0,0,5,32 - 48 minutes,1,1276,5,2,7655
Car,20,70,0.1,0,0,0,0,63 - 77 minutes,1,1276,5,3,7655
Taxi|Bus|Taxi,25,30,0.2,5,10,0,10,24 - 36 minutes,3,1276,6,1,7656
Car|Bus|Uber/Lyft,10,50,0.1,10,10,5,0,45 - 55 minutes,3,1276,6,2,7656
Bus|Bus|Taxi,10,50,0.05,10,10,0,5,48 - 52 minutes,3,1276,6,3,7656
Car|Bus|Taxi,10,30,0.2,10,0,10,5,24 - 36 minutes,3,1277,1,1,7657
Uber/Lyft|Bus,30,60,0.05,5,10,5,5,57 - 63 minutes,2,1277,1,2,7657
Taxi|Bus,15,60,0.2,5,0,10,5,48 - 72 minutes,2,1277,1,3,7657
Taxi|Bus|Bus,15,70,0.05,5,10,0,0,66 - 74 minutes,3,1277,2,1,7658
Taxi|Bus,30,30,0.2,0,10,10,10,24 - 36 minutes,2,1277,2,2,7658
Car|Bus,20,70,0.05,5,10,0,10,66 - 74 minutes,2,1277,2,3,7658
Uber/Lyft|Bus,20,30,0.2,0,0,0,0,24 - 36 minutes,2,1277,3,1,7659
Car|Bus|Taxi,30,40,0.2,10,10,0,5,32 - 48 minutes,3,1277,3,2,7659
Taxi,20,40,0.1,0,0,0,5,36 - 44 minutes,1,1277,3,3,7659
Uber/Lyft|Bus,25,40,0.2,5,5,10,0,32 - 48 minutes,2,1277,4,1,7660
Car|Bus|Taxi,30,60,0.05,0,10,0,0,57 - 63 minutes,3,1277,4,2,7660
Car|Bus,25,50,0.1,5,10,0,10,45 - 55 minutes,2,1277,4,3,7660
Uber/Lyft|Bus|Bus,10,50,0.2,5,10,10,10,40 - 60 minutes,3,1277,5,1,7661
Car|Bus,30,30,0.2,5,10,0,5,24 - 36 minutes,2,1277,5,2,7661
Uber/Lyft,30,50,0.2,0,0,10,10,40 - 60 minutes,1,1277,5,3,7661
Taxi|Bus,20,40,0.2,0,5,0,0,32 - 48 minutes,2,1277,6,1,7662
Uber/Lyft|Bus,10,60,0.2,10,5,0,0,48 - 72 minutes,2,1277,6,2,7662
Uber/Lyft,10,60,0.1,0,0,10,5,54 - 66 minutes,1,1277,6,3,7662
Bus,25,60,0.05,0,0,0,5,57 - 63 minutes,1,1278,1,1,7663
Car,25,60,0.2,0,0,0,5,48 - 72 minutes,1,1278,1,2,7663
Car|Bus,15,50,0.05,10,10,0,5,48 - 52 minutes,2,1278,1,3,7663
Bus,30,70,0.05,5,0,0,10,66 - 74 minutes,1,1278,2,1,7664
Bus|Bus|Taxi,10,40,0.05,10,0,10,10,38 - 42 minutes,3,1278,2,2,7664
Bus,30,60,0.05,5,10,0,10,57 - 63 minutes,1,1278,2,3,7664
Uber/Lyft|Bus|Bus,25,70,0.05,5,5,0,10,66 - 74 minutes,3,1278,3,1,7665
Car|Bus|Taxi,20,60,0.1,10,0,5,5,54 - 66 minutes,3,1278,3,2,7665
Uber/Lyft|Bus|Uber/Lyft,25,50,0.05,10,0,5,10,48 - 52 minutes,3,1278,3,3,7665
Taxi|Bus,30,60,0.2,5,5,0,0,48 - 72 minutes,2,1278,4,1,7666
Car,30,30,0.1,0,0,0,5,27 - 33 minutes,1,1278,4,2,7666
Bus,10,70,0.2,5,10,0,5,56 - 84 minutes,1,1278,4,3,7666
Car,20,70,0.05,0,0,0,5,66 - 74 minutes,1,1278,5,1,7667
Bus|Bus|Taxi,20,30,0.05,10,0,5,10,28 - 32 minutes,3,1278,5,2,7667
Car,15,40,0.05,0,0,0,5,38 - 42 minutes,1,1278,5,3,7667
Taxi|Bus,25,30,0.1,0,0,5,0,27 - 33 minutes,2,1278,6,1,7668
Taxi|Bus,20,70,0.2,10,5,5,10,56 - 84 minutes,2,1278,6,2,7668
Bus,15,50,0.1,10,5,0,5,45 - 55 minutes,1,1278,6,3,7668
Uber/Lyft,25,50,0.2,0,0,10,10,40 - 60 minutes,1,1279,1,1,7669
Bus,10,30,0.2,0,10,0,5,24 - 36 minutes,1,1279,1,2,7669
Taxi|Bus,15,60,0.1,5,5,0,5,54 - 66 minutes,2,1279,1,3,7669
Car|Bus|Taxi,30,70,0.05,0,0,5,10,66 - 74 minutes,3,1279,2,1,7670
Car|Bus|Taxi,20,70,0.1,10,5,5,10,63 - 77 minutes,3,1279,2,2,7670
Bus|Bus|Taxi,10,70,0.2,0,10,10,10,56 - 84 minutes,3,1279,2,3,7670
Bus|Bus|Uber/Lyft,10,70,0.2,0,10,5,5,56 - 84 minutes,3,1279,3,1,7671
Uber/Lyft,15,70,0.1,0,0,0,0,63 - 77 minutes,1,1279,3,2,7671
Taxi|Bus,25,40,0.2,5,5,5,0,32 - 48 minutes,2,1279,3,3,7671
Taxi|Bus|Taxi,10,40,0.2,5,10,10,5,32 - 48 minutes,3,1279,4,1,7672
Uber/Lyft|Bus|Uber/Lyft,25,50,0.05,5,10,10,0,48 - 52 minutes,3,1279,4,2,7672
Taxi|Bus,10,70,0.2,0,5,10,0,56 - 84 minutes,2,1279,4,3,7672
Bus|Bus|Uber/Lyft,10,60,0.2,10,5,10,5,48 - 72 minutes,3,1279,5,1,7673
Taxi|Bus|Bus,20,50,0.1,5,10,10,0,45 - 55 minutes,3,1279,5,2,7673
Bus,30,60,0.1,5,5,0,0,54 - 66 minutes,1,1279,5,3,7673
Uber/Lyft|Bus|Bus,15,30,0.2,10,10,5,10,24 - 36 minutes,3,1279,6,1,7674
Car,30,70,0.1,0,0,0,10,63 - 77 minutes,1,1279,6,2,7674
Car,20,60,0.05,0,0,0,10,57 - 63 minutes,1,1279,6,3,7674
Car|Bus,10,50,0.05,10,10,0,5,48 - 52 minutes,2,1280,1,1,7675
Uber/Lyft|Bus,10,70,0.05,10,10,10,0,66 - 74 minutes,2,1280,1,2,7675
Taxi|Bus|Taxi,20,40,0.1,0,0,10,0,36 - 44 minutes,3,1280,1,3,7675
Uber/Lyft|Bus,20,30,0.05,0,5,10,10,28 - 32 minutes,2,1280,2,1,7676
Car,25,30,0.2,0,0,0,10,24 - 36 minutes,1,1280,2,2,7676
Bus,15,30,0.1,5,5,0,10,27 - 33 minutes,1,1280,2,3,7676
Uber/Lyft|Bus|Bus,10,40,0.1,5,0,0,10,36 - 44 minutes,3,1280,3,1,7677
Car|Bus,30,60,0.2,0,0,0,5,48 - 72 minutes,2,1280,3,2,7677
Bus|Bus,25,60,0.1,0,10,0,10,54 - 66 minutes,2,1280,3,3,7677
Taxi|Bus,10,40,0.2,5,10,10,5,32 - 48 minutes,2,1280,4,1,7678
Car|Bus|Uber/Lyft,20,30,0.1,5,10,5,0,27 - 33 minutes,3,1280,4,2,7678
Uber/Lyft|Bus|Uber/Lyft,10,60,0.05,5,5,10,5,57 - 63 minutes,3,1280,4,3,7678
Bus,15,40,0.2,10,10,0,0,32 - 48 minutes,1,1280,5,1,7679
Car|Bus|Taxi,30,60,0.2,10,0,5,5,48 - 72 minutes,3,1280,5,2,7679
Uber/Lyft,25,30,0.2,0,0,10,10,24 - 36 minutes,1,1280,5,3,7679
Car|Bus|Uber/Lyft,10,40,0.2,5,0,0,10,32 - 48 minutes,3,1280,6,1,7680
Car|Bus|Taxi,25,60,0.2,5,0,10,0,48 - 72 minutes,3,1280,6,2,7680
Car|Bus,15,30,0.2,10,0,0,5,24 - 36 minutes,2,1280,6,3,7680
Uber/Lyft|Bus,15,50,0.05,10,0,10,10,48 - 52 minutes,2,1281,1,1,7681
Bus,20,50,0.05,5,0,0,10,48 - 52 minutes,1,1281,1,2,7681
Bus|Bus,30,50,0.05,10,0,0,10,48 - 52 minutes,2,1281,1,3,7681
Uber/Lyft|Bus,30,40,0.2,5,0,10,0,32 - 48 minutes,2,1281,2,1,7682
Taxi|Bus,15,40,0.2,0,10,5,5,32 - 48 minutes,2,1281,2,2,7682
Car|Bus,15,30,0.1,5,0,0,10,27 - 33 minutes,2,1281,2,3,7682
Bus|Bus|Taxi,10,40,0.05,0,0,10,10,38 - 42 minutes,3,1281,3,1,7683
Car|Bus,25,30,0.2,0,0,0,5,24 - 36 minutes,2,1281,3,2,7683
Taxi,15,30,0.2,0,0,5,5,24 - 36 minutes,1,1281,3,3,7683
Uber/Lyft|Bus,10,70,0.05,10,0,0,10,66 - 74 minutes,2,1281,4,1,7684
Car,15,40,0.05,0,0,0,10,38 - 42 minutes,1,1281,4,2,7684
Car|Bus,10,50,0.05,0,5,0,0,48 - 52 minutes,2,1281,4,3,7684
Uber/Lyft,20,40,0.2,0,0,10,10,32 - 48 minutes,1,1281,5,1,7685
Car,25,30,0.2,0,0,0,5,24 - 36 minutes,1,1281,5,2,7685
Car,10,30,0.1,0,0,0,5,27 - 33 minutes,1,1281,5,3,7685
Uber/Lyft|Bus,15,50,0.2,10,0,5,0,40 - 60 minutes,2,1281,6,1,7686
Uber/Lyft|Bus|Uber/Lyft,30,60,0.05,5,0,0,5,57 - 63 minutes,3,1281,6,2,7686
Taxi|Bus|Taxi,30,30,0.2,10,0,10,0,24 - 36 minutes,3,1281,6,3,7686
Bus,10,30,0.2,0,0,0,0,24 - 36 minutes,1,1282,1,1,7687
Car,30,50,0.05,0,0,0,0,48 - 52 minutes,1,1282,1,2,7687
Uber/Lyft|Bus,15,40,0.1,10,10,0,10,36 - 44 minutes,2,1282,1,3,7687
Car|Bus|Bus,25,60,0.05,10,5,0,10,57 - 63 minutes,3,1282,2,1,7688
Bus,10,50,0.1,10,0,0,10,45 - 55 minutes,1,1282,2,2,7688
Uber/Lyft|Bus,10,50,0.2,0,0,10,5,40 - 60 minutes,2,1282,2,3,7688
Taxi|Bus|Taxi,25,40,0.1,10,10,5,0,36 - 44 minutes,3,1282,3,1,7689
Uber/Lyft|Bus|Bus,15,70,0.2,0,5,10,0,56 - 84 minutes,3,1282,3,2,7689
Car|Bus|Uber/Lyft,10,70,0.1,0,5,0,10,63 - 77 minutes,3,1282,3,3,7689
Bus,10,70,0.1,5,5,0,10,63 - 77 minutes,1,1282,4,1,7690
Bus,20,70,0.05,5,10,0,10,66 - 74 minutes,1,1282,4,2,7690
Car|Bus,30,60,0.2,0,10,0,10,48 - 72 minutes,2,1282,4,3,7690
Bus,15,50,0.05,10,0,0,0,48 - 52 minutes,1,1282,5,1,7691
Car|Bus|Taxi,25,30,0.05,10,0,0,5,28 - 32 minutes,3,1282,5,2,7691
Uber/Lyft|Bus,10,70,0.2,0,10,0,0,56 - 84 minutes,2,1282,5,3,7691
Uber/Lyft|Bus,30,30,0.05,10,5,0,0,28 - 32 minutes,2,1282,6,1,7692
Car|Bus,20,70,0.05,10,10,0,0,66 - 74 minutes,2,1282,6,2,7692
Car|Bus,10,30,0.2,5,5,0,5,24 - 36 minutes,2,1282,6,3,7692
Car|Bus,30,30,0.05,0,5,0,5,28 - 32 minutes,2,1283,1,1,7693
Taxi,30,50,0.2,0,0,5,0,40 - 60 minutes,1,1283,1,2,7693
Car|Bus|Taxi,30,40,0.05,10,5,0,0,38 - 42 minutes,3,1283,1,3,7693
Uber/Lyft|Bus,25,70,0.1,5,5,0,5,63 - 77 minutes,2,1283,2,1,7694
Car,25,60,0.05,0,0,0,5,57 - 63 minutes,1,1283,2,2,7694
Car|Bus|Taxi,10,70,0.2,10,5,0,10,56 - 84 minutes,3,1283,2,3,7694
Car|Bus|Taxi,30,60,0.2,10,10,5,0,48 - 72 minutes,3,1283,3,1,7695
Car,30,60,0.2,0,0,0,0,48 - 72 minutes,1,1283,3,2,7695
Car|Bus|Bus,20,60,0.2,0,5,0,0,48 - 72 minutes,3,1283,3,3,7695
Bus,20,50,0.05,5,0,0,0,48 - 52 minutes,1,1283,4,1,7696
Taxi,30,50,0.1,0,0,0,5,45 - 55 minutes,1,1283,4,2,7696
Car|Bus|Taxi,10,50,0.05,5,0,5,5,48 - 52 minutes,3,1283,4,3,7696
Uber/Lyft|Bus,15,30,0.05,10,10,10,5,28 - 32 minutes,2,1283,5,1,7697
Taxi|Bus,25,30,0.1,5,10,10,10,27 - 33 minutes,2,1283,5,2,7697
Bus,10,60,0.2,0,10,0,10,48 - 72 minutes,1,1283,5,3,7697
Taxi|Bus|Taxi,15,30,0.2,0,0,5,0,24 - 36 minutes,3,1283,6,1,7698
Taxi,25,70,0.05,0,0,10,5,66 - 74 minutes,1,1283,6,2,7698
Car|Bus|Uber/Lyft,20,40,0.1,0,0,0,0,36 - 44 minutes,3,1283,6,3,7698
Car,25,30,0.1,0,0,0,0,27 - 33 minutes,1,1284,1,1,7699
Bus|Bus|Taxi,30,70,0.05,10,10,10,0,66 - 74 minutes,3,1284,1,2,7699
Taxi,30,60,0.2,0,0,0,5,48 - 72 minutes,1,1284,1,3,7699
Bus|Bus|Uber/Lyft,10,30,0.1,5,10,5,10,27 - 33 minutes,3,1284,2,1,7700
Car|Bus|Taxi,10,40,0.1,0,10,0,5,36 - 44 minutes,3,1284,2,2,7700
Taxi|Bus,20,40,0.1,0,5,0,10,36 - 44 minutes,2,1284,2,3,7700
Uber/Lyft|Bus|Uber/Lyft,25,70,0.05,5,5,0,5,66 - 74 minutes,3,1284,3,1,7701
Uber/Lyft|Bus,30,50,0.05,10,5,10,5,48 - 52 minutes,2,1284,3,2,7701
Uber/Lyft|Bus|Uber/Lyft,30,40,0.1,0,10,0,10,36 - 44 minutes,3,1284,3,3,7701
Car|Bus|Uber/Lyft,30,50,0.1,5,0,10,0,45 - 55 minutes,3,1284,4,1,7702
Uber/Lyft|Bus,20,40,0.1,10,0,5,0,36 - 44 minutes,2,1284,4,2,7702
Car|Bus|Taxi,15,40,0.1,5,10,0,5,36 - 44 minutes,3,1284,4,3,7702
Taxi|Bus,30,60,0.2,5,0,10,0,48 - 72 minutes,2,1284,5,1,7703
Taxi,10,70,0.2,0,0,10,5,56 - 84 minutes,1,1284,5,2,7703
Car|Bus|Taxi,20,70,0.2,5,0,10,0,56 - 84 minutes,3,1284,5,3,7703
Bus|Bus,30,50,0.1,5,5,0,0,45 - 55 minutes,2,1284,6,1,7704
Car|Bus,30,50,0.05,10,5,0,10,48 - 52 minutes,2,1284,6,2,7704
Taxi|Bus,10,30,0.05,5,0,5,10,28 - 32 minutes,2,1284,6,3,7704
Car,25,30,0.1,0,0,0,0,27 - 33 minutes,1,1285,1,1,7705
Uber/Lyft|Bus,25,60,0.2,5,10,10,5,48 - 72 minutes,2,1285,1,2,7705
Car,10,30,0.1,0,0,0,0,27 - 33 minutes,1,1285,1,3,7705
Car,15,40,0.2,0,0,0,10,32 - 48 minutes,1,1285,2,1,7706
Taxi|Bus,25,40,0.2,0,10,10,5,32 - 48 minutes,2,1285,2,2,7706
Taxi|Bus|Taxi,25,40,0.05,5,10,0,10,38 - 42 minutes,3,1285,2,3,7706
Car|Bus,20,30,0.2,5,10,0,10,24 - 36 minutes,2,1285,3,1,7707
Uber/Lyft,15,50,0.2,0,0,10,10,40 - 60 minutes,1,1285,3,2,7707
Car|Bus|Taxi,30,60,0.1,5,10,10,10,54 - 66 minutes,3,1285,3,3,7707
Uber/Lyft,30,30,0.05,0,0,5,10,28 - 32 minutes,1,1285,4,1,7708
Bus|Bus|Uber/Lyft,25,60,0.05,5,0,10,5,57 - 63 minutes,3,1285,4,2,7708
Taxi,25,30,0.2,0,0,0,5,24 - 36 minutes,1,1285,4,3,7708
Car,25,40,0.2,0,0,0,0,32 - 48 minutes,1,1285,5,1,7709
Car|Bus|Taxi,30,30,0.1,5,5,0,10,27 - 33 minutes,3,1285,5,2,7709
Taxi|Bus,30,40,0.2,5,0,0,5,32 - 48 minutes,2,1285,5,3,7709
Uber/Lyft,30,70,0.1,0,0,5,10,63 - 77 minutes,1,1285,6,1,7710
Bus|Bus|Uber/Lyft,15,50,0.05,5,0,10,5,48 - 52 minutes,3,1285,6,2,7710
Taxi|Bus|Taxi,25,50,0.2,0,0,10,0,40 - 60 minutes,3,1285,6,3,7710
Uber/Lyft|Bus|Uber/Lyft,25,70,0.1,10,5,5,10,63 - 77 minutes,3,1286,1,1,7711
Taxi|Bus,15,50,0.1,10,10,5,0,45 - 55 minutes,2,1286,1,2,7711
Car,25,50,0.05,0,0,0,10,48 - 52 minutes,1,1286,1,3,7711
Bus,10,60,0.2,10,10,0,0,48 - 72 minutes,1,1286,2,1,7712
Car|Bus|Taxi,30,70,0.2,5,0,10,0,56 - 84 minutes,3,1286,2,2,7712
Uber/Lyft|Bus,25,50,0.2,5,10,5,10,40 - 60 minutes,2,1286,2,3,7712
Bus|Bus|Uber/Lyft,25,70,0.2,0,5,0,10,56 - 84 minutes,3,1286,3,1,7713
Taxi|Bus,25,60,0.05,5,0,0,0,57 - 63 minutes,2,1286,3,2,7713
Taxi,10,60,0.05,0,0,10,0,57 - 63 minutes,1,1286,3,3,7713
Car|Bus,10,30,0.2,0,5,0,10,24 - 36 minutes,2,1286,4,1,7714
Uber/Lyft|Bus|Bus,30,30,0.05,5,5,0,5,28 - 32 minutes,3,1286,4,2,7714
Car|Bus|Uber/Lyft,25,70,0.2,0,0,10,0,56 - 84 minutes,3,1286,4,3,7714
Uber/Lyft,15,60,0.05,0,0,5,0,57 - 63 minutes,1,1286,5,1,7715
Bus,25,50,0.05,5,0,0,0,48 - 52 minutes,1,1286,5,2,7715
Bus,15,30,0.1,5,5,0,0,27 - 33 minutes,1,1286,5,3,7715
Taxi|Bus|Bus,30,40,0.05,0,10,5,5,38 - 42 minutes,3,1286,6,1,7716
Taxi|Bus,20,50,0.2,5,5,0,0,40 - 60 minutes,2,1286,6,2,7716
Taxi|Bus|Bus,15,40,0.2,10,10,10,0,32 - 48 minutes,3,1286,6,3,7716
Car|Bus,10,50,0.2,5,5,0,0,40 - 60 minutes,2,1287,1,1,7717
Bus|Bus|Taxi,30,50,0.05,5,10,0,0,48 - 52 minutes,3,1287,1,2,7717
Uber/Lyft|Bus,10,60,0.05,10,5,0,5,57 - 63 minutes,2,1287,1,3,7717
Uber/Lyft,25,60,0.05,0,0,0,5,57 - 63 minutes,1,1287,2,1,7718
Car|Bus,25,70,0.2,5,5,0,10,56 - 84 minutes,2,1287,2,2,7718
Bus|Bus,30,60,0.2,0,10,0,0,48 - 72 minutes,2,1287,2,3,7718
Car|Bus|Bus,25,60,0.05,5,10,0,5,57 - 63 minutes,3,1287,3,1,7719
Car,20,40,0.1,0,0,0,10,36 - 44 minutes,1,1287,3,2,7719
Car,25,60,0.05,0,0,0,0,57 - 63 minutes,1,1287,3,3,7719
Car|Bus,30,60,0.05,0,5,0,10,57 - 63 minutes,2,1287,4,1,7720
Uber/Lyft|Bus,20,60,0.1,0,10,10,5,54 - 66 minutes,2,1287,4,2,7720
Car|Bus,20,30,0.05,5,10,0,0,28 - 32 minutes,2,1287,4,3,7720
Taxi|Bus,20,30,0.2,10,5,5,0,24 - 36 minutes,2,1287,5,1,7721
Taxi|Bus|Bus,20,40,0.1,5,0,0,0,36 - 44 minutes,3,1287,5,2,7721
Taxi,20,70,0.1,0,0,5,0,63 - 77 minutes,1,1287,5,3,7721
Car|Bus|Uber/Lyft,20,40,0.05,0,5,5,0,38 - 42 minutes,3,1287,6,1,7722
Car|Bus|Uber/Lyft,25,60,0.1,10,0,0,0,54 - 66 minutes,3,1287,6,2,7722
Uber/Lyft|Bus,30,70,0.2,0,0,5,0,56 - 84 minutes,2,1287,6,3,7722
Taxi,15,60,0.05,0,0,5,5,57 - 63 minutes,1,1288,1,1,7723
Uber/Lyft|Bus|Bus,20,50,0.05,5,5,5,0,48 - 52 minutes,3,1288,1,2,7723
Car|Bus|Uber/Lyft,20,70,0.2,10,5,10,10,56 - 84 minutes,3,1288,1,3,7723
Taxi,30,70,0.05,0,0,0,10,66 - 74 minutes,1,1288,2,1,7724
Car|Bus|Taxi,30,60,0.1,10,0,10,0,54 - 66 minutes,3,1288,2,2,7724
Uber/Lyft|Bus,30,60,0.05,10,10,0,0,57 - 63 minutes,2,1288,2,3,7724
Uber/Lyft|Bus|Uber/Lyft,15,70,0.05,0,5,10,5,66 - 74 minutes,3,1288,3,1,7725
Bus,30,70,0.05,5,5,0,0,66 - 74 minutes,1,1288,3,2,7725
Uber/Lyft|Bus,30,70,0.1,5,10,10,10,63 - 77 minutes,2,1288,3,3,7725
Bus,25,70,0.2,0,0,0,0,56 - 84 minutes,1,1288,4,1,7726
Taxi|Bus,15,40,0.1,5,0,5,5,36 - 44 minutes,2,1288,4,2,7726
Car,10,30,0.2,0,0,0,5,24 - 36 minutes,1,1288,4,3,7726
Car|Bus,15,50,0.05,5,10,0,5,48 - 52 minutes,2,1288,5,1,7727
Taxi|Bus,25,30,0.05,5,10,10,5,28 - 32 minutes,2,1288,5,2,7727
Uber/Lyft|Bus,25,70,0.2,5,5,5,10,56 - 84 minutes,2,1288,5,3,7727
Car|Bus,30,40,0.05,0,0,0,0,38 - 42 minutes,2,1288,6,1,7728
Bus|Bus|Taxi,20,70,0.2,0,0,10,5,56 - 84 minutes,3,1288,6,2,7728
Uber/Lyft|Bus,20,50,0.2,0,10,5,5,40 - 60 minutes,2,1288,6,3,7728
Bus,20,50,0.05,5,0,0,5,48 - 52 minutes,1,1289,1,1,7729
Taxi|Bus,25,50,0.05,0,0,10,10,48 - 52 minutes,2,1289,1,2,7729
Bus|Bus|Taxi,15,70,0.1,10,0,10,5,63 - 77 minutes,3,1289,1,3,7729
